id,name,description,neighbourhood_cleansed,transit,host_id,host_name,host_is_superhost,city,state,zipcode,country,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,price,reviews_per_month,review_scores_rating,accommodates,cancellation_policy
10997047,"Historic 1 BDRM, 20 Steps From Old North Church","Centrally located one bedroom apartment in famous North End (Little Italy).  five minute walk to TD Garden, green and orange lines at Haymarket and North End Station.  Best location in Boston!  The place is entirely yours during your stay. I will be available via my cell ph(PHONE NUMBER HIDDEN).  Call and text. This apartment is right on the historic red brick trail - only 100 ft away from the old North Church!  If ever lost in Boston, just find the tall spires and walk home! 5 minute walk to either Haymarket (green and orange lines) or North Station (green and orange lines) 5 minutes walk to TD Garden Right in the heart of romantic Little Italy - pop out of the apartment and you're right in the middle of the best Italian in Boston.",North End,5 minute walk to either Haymarket (green and orange lines) or North Station (green and orange lines) 5 minutes walk to TD Garden Right in the heart of romantic Little Italy - pop out of the apartment and you're right in the middle of the best Italian in Boston.,57064175,Sonia,f,Boston,MA,02113,United States,42.36541467862179,-71.05610957783179,Apartment,Entire home/apt,1.0,1.0,2.0,152.0,3.65,91.0,4,moderate
3967611,Beautiful 1BD North End/Waterfront,"Our 850 sqft apartment is on a tree-lined, quiet street, but steps away from the action of Hanover St, Faneuil Hall & Boston Harbor. Relax on our roof-deck with unparalleled views of the harbor and downtown. A truly amazing place to stay in Boston! Experience the best of Boston attractions without sacrificing space or your peace of mind.  Our 850 square foot apartment is located in a historic building on a tree-lined, quiet street not frequented by tourists. Steps away from the front door, guests can experience the action of Boston's lively North End, Historic Faneuil Hall & gorgeous Boston Harbor. Guests can enjoy a home cooked meal on our large dining room table, or relax on the roof-deck with coffee or a glass of wine and unparalleled views of the city and harbor.  As your hosts, we are committed to making your experience comfortable and stress-free. Upon arrival, you'll receive a guide book for apartment how-to's and Boston recommendations. As self-proclaimed foodies, we will give ",North End,"Since there are so many great attractions conveniently located by our apartment, walking is our preferred method of getting around. When walking isn't an option, we'll ride our bikes (available to you, too!) or take a short T ride.  Walking Distance:  - Christopher Columbus Park/ Boston Harbor: 1 minute - Restaurants & shops of the North End: 2 minutes - Faneuil Hall/ Quincy Market: 4 minutes - TD Garden: 15 minutes - Seaport (gourmet restaurants, ICA museum): 20 minutes - South Station: 20-25 minutes  - Boston Commons: 20 minutes - Boston Public Garden: 25 minutes  Public Transportation:  Access the ""T"" from a number of nearby stations: The Green Line (Haymarket), Orange Line (State Street and Haymarket) and Blue line (Aquarium). Some great places you can get to from the T:  - Newbury Street/ Copley Square: 3-4 stops from Haymarket  - Fenway area: 6 stops from Haymarket  - South End: 4 stops from State street Water Taxi:  The water taxi stops right in Long Wharf, 2 minutes from our ap",1680669,Arielle & Lucas,f,Boston,MA,02109,United States,42.362628729779146,-71.05373334539482,Apartment,Entire home/apt,1.0,1.0,2.0,200.0,0.17,90.0,3,strict
7080514,Cozy place in the North End,"Spacy but cozy one bedroom in Boston's unmistakably Italian Neighborhood. In walking distance to all Boston historical attractions, and a great place to be for History buffs!",North End,0,9046262,Andrei,f,Boston,MA,02113,United States,42.365707475949435,-71.05770806053515,Apartment,Private room,1.0,1.0,1.0,130.0,0.11,100.0,2,flexible
12585455,North End Gem!,"Sunny 2 bedroom in the heart of the North End with many historic architectural features. Located in truly charming, old school neighborhood. Steps to the Freedom Trail, the T, Faneuil Hall, Regina's, Mike's, Neptune Oyster & other yummy eateries. We have a cozy and well located apartment. Our apartment has two floors first floor has a bedroom with a closet,living/dining room with a half bath. First floor is for your use only for the exception of shared kitchen. Full bath with Jacuzzi , are located in the second floor. the apartment also come with a laundry room  that you may use. The apartment includes private access to bedroom, half bathroom  And shared access to kitchen, full bathroom, jacuzzi ,  laundry room and living room. Shared main entry. Unless agreed otherwise bar and lower living room  is off limits. We will be staying in the first level of the house therefore will be there to assist with anything you may need. If agreed ahead of time breakfast and housekeeping may be added.",North End,"From the loft you'll reach in 2 minutes walking distance from the Haymarket or the North Station, connecting with subway, bus and train lines. 7 minutes walking distance is the Faneuil Hall, the Quincy Market of the Government Centre.",66497629,Daniele,f,Boston,MA,02113,United States,42.365375304014826,-71.05716528513047,Townhouse,Private room,1.5,1.0,4.0,175.0,8.12,96.0,4,strict
4573388,"Best Boston location, 2BR (M #3)","Beautiful warm and inviting , comfortable, light-filled, 3rd fl., hardwood floors, open kitchen - for 4-5  guests. Two BR's - a queen in one, a full bed in the other and a full size sofa bed in living area.  One bath w/shower.   5th guest additional.   (Please be aware that a bldg. is being constructed across from this building.  We have no control over this, but want you to know that occasionally there may be some noise between the hours of 7 am and 5 pm. ) You'll love this apartment - warm, lots of wood, typical North End Italian ambiance with two small bedrooms.  Queen bed in one, full in the other. An additional guest is welcome for a small fee using the full sofa bed in the living room. Great location on a quiet street, just a minute’s walk to Faneuil Hall, Quincy Market, Freedom Trail, the Aquarium and many restaurants and shops. One block from Hanover St., Starbucks and the waterfront, near the Paul Revere House. Amenities include high speed internet, cable TV, DVD, A/C, phone, ",North End,"It's a short walk to many tourist sites, restaurants and the ""T"" at Haymarket.   There is a pay parking lot 2 blocks from the apartment and the airport is about a 10 min. cab ride.",5578043,Dror,f,Boston,MA,02113,United States,42.36381157911924,-71.05342285282114,Apartment,Entire home/apt,1.0,2.0,3.0,139.0,2.39,89.0,4,strict
9259184,Luxury 2brm/2bath apt in North End,"Spacious and sunny top floor unit in a boutique luxury apartment building with two full bathrooms and gym located next to two subway stations. Walk the Freedom Trail, eat famous Italian food, and enjoy Boston with everything at your fingertips. 1150sqft 2brm/2bath unit with a plush king sized bed in the master bedroom with private bathroom, and queen bed in the 2nd bedroom.  The living/dining area includes a large sofa, HD TV, coffee table, and dining table with 4 chairs. The kitchen is fully equipped with cookware, there is an iron/ironing board, hair dryer, and towels/linens are provided in the apartment. *The unit is on the 4th floor of a walk up boutique luxury building (wide staircase), but it is well worth the climb! The view of the zakim bridge and the city skyline is great! Keep in mind since it looks out to the main road (N Washington St) - you may hear a little traffic in the apartment. The entire home is yours for your stay. We just ask that you respect our neighbors and our",North End,"The Blue line T is very close at the Aquarium stop (goes to/from airport in two stops). The green and orange lines (gets you around the rest of the city) are walking distance at Haymarket, as well as the red line and commuter rail at South Station or North Station.",2006852,Jay,t,Boston,MA,02113,United States,42.36516568906178,-71.0569439247423,Apartment,Entire home/apt,2.0,2.0,2.0,255.0,6.6,96.0,4,strict
4573238,"Best Boston location, 2BR (M #2)","Newly renovated, gorgeous pad in the heart of  Little Italy, quiet, with old world charm -  light-filled, 2nd fl., hardwood floors,  sleeps 4-6  guests. 2 bdrms with queen beds  and a full size sofa bed.  Granite counter, stainless appliances.   (Please be aware that a bldg. is being constructed across from this building.  We have no control over this, but want you to know that occasionally there may be some noise between the hours of 7 am and 5 pm. ) Newly renovated and designed 2 bedrooms with beautiful open kitchen full of light, counter bar, granite top , stainless appliances. can accommodate  4-6 guests if full size sofa bed is utilized.  All the modern comfort right in the heart of Little Italy next door to Paul Revere House and a block from the Freedom Trail.  Great location, just a minute’s walk to Faneuil Hall, Quincy Market, Freedom Trail, the Aquarium and many restaurants and shops. One block from Hanover St., Starbucks and the waterfront. Amenities include high speed intern",North End,"It's a short walk to many tourist sites, restaurants and the ""T"" at Haymarket.   There is a pay parking lot two blocks from the apt.   The airport is about a 10 min. cab ride from the apt.",5578043,Dror,f,Boston,MA,02113,United States,42.36388747644132,-71.05199168639473,Apartment,Entire home/apt,1.0,2.0,3.0,119.0,2.13,87.0,4,strict
9706199,Charming 1B in the heart North End,"My one bedroom is just shy of the center of Boston's North End, famous for its delicious Italian dinning. Just blocks away from the waterfront, Faneiul Hall and downtown. The apt has one queen bed, a couch, love seat and an additional aero bed.",North End,0,50116532,Julie,f,Boston,MA,02113,United States,42.36400448328387,-71.05372206866588,Apartment,Entire home/apt,1.0,1.0,1.0,135.0,0.71,93.0,4,moderate
12683680,Renovated North End Apartment,"This newly renovated apartment in Bostons historic North End is on the best corner in the neighborhood. Steps away from Salem & Hanover street, and next door the first pizzeria in America, this apartment has the best location and new amenities.",North End,0,68927890,Cole,f,Boston,MA,02113,United States,42.36495522535647,-71.0571931614339,Apartment,Entire home/apt,1.0,2.0,2.0,200.0,1.79,100.0,4,flexible
8227206,AIR LUXE: APARTMENT @ CORNER OF LUXURY & HISTORY,"The luxe corner Apartment sits on a quiet street near the best of historic Boston. Walk to Faneuil Hall, Freedom Trail,  Waterfront, Kennedy Greenway, Beacon Hill.  Bright and airy with soaring ceilings; the historic brownstone boasts the best of the modern age.  Indulgent perks include Nespresso, HD TV, luxe bath products, Texture, organic sheets and so much more.  Immerse yourself in your swanky tailor-made amenities.  Your boutique 5-star gem awaits, make this great city yours today. MODERN AESTHETIC MEETS HISTORIC COOL Design - forward; tailor- made a melding of history and sophistication.   KING BEDROOM Your immaculate private bedroom with sumptuous king sized bed has been described by a guest as "" the closest thing to heaven"". The hand crafted bedframe, a sleek, modern, timeless classic created by artisans for Room & Board.  •100% organic cotton, 400 thread count sheets  •Luxe European 650 Fill Down Comforter •Allergan Free pillowcases •Allergan Free mattress covers •Wooden hange",North End,"Walk score of 100.  The Apartment is within minutes to over 100 restaurants and cafe's and numerous historical gems.  Subway: 5 minute walk from Green & Orange Line, Haymarket T stop.   Commuter Rail @ North Station: 7 minute walk. Parking: 5 parking lots within a 1-7 minute walk. Driving: 1-93 S/N:  2 minutes. Storrow Drive: 10 minutes. Airport: 7-10 minute ride. Hubway Bikes: 5 minute walk. Zipcar: 5 pick up locations in the North End. Enterprise & Budget Car rental locations: 10 minute walk.",43384196,Alexa,f,Boston,MA,02113,United States,42.365082941090975,-71.0556096058036,Apartment,Entire home/apt,1.0,1.0,1.0,275.0,1.49,93.0,2,strict
4573458,"Best Boston location, 2BR (M #4)","Best Boston Little Italy, quiet, comfortable, light-filled, 4th fl., hardwood floors, open kitchen - for 4-5 guests. Two small bedrooms - with queen size bed in each- full size sofa bed in living area.  One bath w/small shower.   Close to everything.   (Please be aware that a bldg. is being constructed across from this building.  We have no control over this, but want you to know that occasionally there may be some noise between the hours of 7 am and 5 pm. ) Cozy and chick typical North end apartment with two small bedrooms with a queen size bed in each. accommodates 4 guests.  Fifth guest can use the sofa bed for additional small fee.  Boston view of sky line at night adds to the ambiance.  Over all great apartment Great location on a quiet street, just a minute’s walk to Faneuil Hall, Quincy Market, Freedom Trail, the Aquarium and many restaurants and shops. One block from Hanover St., Starbucks and the waterfront, near the Paul Revere House. Amenities include high speed internet, ca",North End,"It's a short walk to many tourist sites, restaurants and the ""T"" at Haymarket.   There is a pay parking lot two blocks from the apt.   The airport is about a 10-20 min. cab ride from the apt.",5578043,Dror,f,Boston,MA,02113,United States,42.363954289106545,-71.05158689704922,Apartment,Entire home/apt,1.0,2.0,3.0,139.0,1.3,87.0,4,strict
369940,North End 2 Bedroom Boston Condo,"Located in a quiet courtyard with the charm of Old Italy, our two-bedroom condo is the perfect place for a fun-filled vacation or a business trip. A delightful alternative to hotels for your Boston stay, our fully-furnished North End second floor walk-up condo has Old World Charm but with all the modern features including a large, newly-renovated fully tiled bath. The kitchen is furnished with everything you will need to prepare a meal, including microwave, stove, dishwasher, refrigerator, toaster, and coffee maker. In the living room, a comfortable futon awaits. There, you will also find a wall-mounted 32-inch flat-screen TV and a DVD player. Cable TV, wireless internet, and a telephone with unlimited long distance calls to the USA, Canada, and Puerto Rico keep you in touch with the world. The unit is very clean and well-maintained. An iron, ironing board, alarm clock radio, and hair dryer are provided. For your convenience, a washer and dryer are located in a closet just outside the ",North End,0,1683708,Carlos And Cheryl,f,Boston,MA,02113,United States,42.365189611639146,-71.05536089324784,Apartment,Entire home/apt,1.0,2.0,4.0,199.0,0.47,96.0,4,strict
3032367,Little Italy spacious apartment,"Make yourself at home in my spacious apartment only steps away from it all -right in the center of Little Italy (great food and pastries!), along the freedom trail, surrounded by historic sites and quick easy access to the subway and airport The apartment is located just 10 steps from Hanover, the main street in the North End (Little Italy) of Boston. Please note there is NO elevator (as is typical of the majority of North End apartments) and I am on the 5th floor. My apartment is the top floor of the building so there are no apartments above or next door which cuts down on any noise; also makes for a nice view.  The bedroom is in the back of the apartment so you don't get much street noise.   The kitchen is available for your use; please clean up after yourself. There is a coin operated washer and dryer in the building. I'm very accessible via phone, text, email, etc.   The North End is a wonderful neighborhood and I love living here as well as sharing it with guests!  There is endles",North End,"The subway ""T"" is the main mode of transport-- access is very easy from the apartment: -Aquarium station, a blue line station, takes you right to the airport (2 stops/5 minutes) and is 0.5 mile away -Haymarket station, an orange and green line stop is also less than a half mile away",5695034,Elizabeth,f,Boston,MA,02113,United States,42.36632685323933,-71.05434376780721,Apartment,Entire home/apt,1.0,1.0,1.0,135.0,1.58,98.0,2,strict
6801288,Excellent Location in the North End,"The best part about this apartment is the location.   You are right in the middle of the North End of Boston. The Freedom Trail is just steps away.  There are also tons of Italian restaurants as it is in the heart of Little Italy. You can see so much just by walking outside the building.  We are on the second floor and it can be somewhat noisy, but usually quiets down by midnight during the week.  I haven't had any problems, but if you are a very light sleeper, this may not be ideal for you. The apartment itself is not very big and kind of dated.  I keep things clean and tidy though, so I think you will feel comfortable.  I'm hoping people will want to take advantage of everything that's around, rather than spend much time in the apartment itself. PLEASE NOTE:  This is a shared space. You will be sleeping on a (comfortable) Ikea futon in my bedroom.  My bed is on the other side of the room.  Please make sure you are alright with this arrangement before you request to book.  During the ",North End,"6 minute walk to Haymarket Station.  This station serves the orange and green lines.   10 minute walk to Aquarium Station.  This is a blue line station two stops from Logan Airport.  15 minute walk to downtown.  15 minute walk to Boston Common.  20 minute walk to Cambridge.  20 minute walk to South Station.   Biking is great in Boston and there are multiple Hubway bike stations nearby.  I don't recommend having a car, especially since parking in the North End is tight.  There are some nearby parking garages, but they can be quite expensive.",1299837,Tom,f,Boston,MA,02113,United States,42.364847135865844,-71.05300913753507,Apartment,Shared room,1.0,1.0,1.0,72.0,1.19,92.0,1,moderate
10175033,North End Apt. w/ a view!,"Beautiful top level apartment in the heart of the North End of Boston. Deck off of living room with views of the Charles River and Zakim bridge. Walking distance from the TD Bank Garden, home of the Bruins and Celtics. One full bed, one queen bed, one pullout couch. Closet T station is two blocks away at North Station. There are three flights of stairs and no elevator, so be prepared to get your daily workout.  The key is stored in a lock box which we change the code to after each stay.",North End,Closet T station is two blocks away at North Station.,36670279,Susan,t,Boston,MA,02113,United States,42.36666890930496,-71.05642985300994,Apartment,Entire home/apt,1.0,2.0,3.0,200.0,2.69,99.0,5,flexible
12599820,North End Furnished Condo!,"Newly renovated condo located in the beautiful North End of Boston.   Unit fitted with granite counters and stainless steel appliances, hardwood floors, a sunny bay window and shared roof deck.  Entirely furnished with cable and internet.",North End,0,68369590,David,f,Boston,MA,02113,United States,42.36555488748691,-71.05452259028152,Condominium,Entire home/apt,1.0,1.0,1.0,175.0,0.7,100.0,2,moderate
5768195,Charming North End bedroom,I am renting out my bedroom in a quaint two bedroom apartment in the North End for marathon weekend. Full bed that can sleep two. Full kitchen and bathroom with stall shower. Clean and comfy! My roommate will be home to help with any issues. ,North End,0,21886762,Caitlin,f,Boston,MA,02113,United States,42.36440844658047,-71.05784259444194,Apartment,Private room,1.0,1.0,1.0,175.0,0.06,100.0,2,flexible
13140867,North End flat just off Hanover Street,"Located on quiet Tileston Street in Boston's North End just off the hustle of Hanover Street, this well maintained one bedroom apartment features gleaming hardwood floors, new tile floor in the bathroom, sunny living room, and renovated kitchen. The apartment is close to TD Garden, Regina Pizzeria, North End, Bova's Bakery, and Giacomo's Restaurant. Location is in the center of Boston's historic North End.  Perfect for the traveler who wants to get an authentic North End feels in a comfortable home. The guests will have access to the 1st floor apartment which has its own patio area in a 3 unit brownstone. I am available for any questions or assistance needed during the stay. The North End is one of Boston’s most historic neighborhoods. Traditionally a first stop for immigrants arriving in Boston, the North End is most well known as an enclave of Italian immigrants. Today the North End is populated by a mixture of Italian Americans and young professionals who are attracted to the neighb",North End,"North Station is served by commuter trains from north of the city, and the Downeaster Amtrak service running between Boston and Portland, ME. By foot, the best way to get to the North End is to follow the Freedom Trail from downtown Boston.",1386951,Todd,f,Boston,MA,02113,United States,42.36617915685983,-71.0543313618705,Apartment,Entire home/apt,1.0,1.0,1.0,200.0,5.19,100.0,2,flexible
11223924,North End 1 BR Gem in Little Italy,"Newly renovated 1 Bedroom | 1 Bath located in the middle of the North End with easy access to all of Boston.  This spacious 500 sqft condo is located on the second floor and offers central A/C, brand new kitchen and bath, and hardwood floors! - Just renovated 1 bedroom / 1 bathroom plus a spacious living room and brand-new open kitchen spread across 500 Sqft. - Located on the corner of Fleet Street and North Street in Boston's historic North End, and just steps to Hanover Street, the Waterfront, and Downtown Boston. - The condo is located up one flight of stairs on the second floor in a walk-up brownstone, making access easy (the bedroom is located in the back of the building, and is fairly quiet).  The building also features a fantastic common roof deck. - Our very comfortable, well-appointed one bedroom condo features a brand new kitchen, high-end appliances, central air conditioning and heat, brand new, but very small bathroom, and brand-new hardwood floors throughout. CONDO DETAILS",North End,0,9410008,Jason,t,Boston,MA,02109,United States,42.363815249331324,-71.05277960301132,Apartment,Entire home/apt,1.0,1.0,1.0,195.0,4.59,97.0,4,strict
2376518,North End - Salem St - Harbor,"This is a rare opportunity to stay in this close-knit community. In the Heart of the old Italian district, you'll be surrounded by many historic sites and all the best Italian restaurants, shops, bakeries and the fun part of Boston, Faneuil Hall. We are steps away to all the shops, restaurants tourist sites, to all the fun. The Train stops are few blocks away from this unit. You don't need a car ( actually better not to have a car) since public transportation is just minutes away. The apartments are nicely decorated, we provide linens, towels ( for the daily and weekly guests; monthly guests need to provide their own linens). The kitchen is fully equipped to prepare meals.  Boston is a beautiful, historical walking city - if you stay in the North End which is the focal point of all the Sights & Activities that every visitor to Boston wants to see. By staying in the North End you can enjoy ALL YOUR TIME in Boston instead of getting stuck trying to get to the attractions - waiting for ov",North End,"Plenty of Public Transportation. 5 blocks away from the Green Line ( Haymarket, North Station).Government Center,   Blue Line ( Aquarium) and all the connections to Park Street The red Line ( Downtown Boston)",10250257,Caroline,f,Boston,MA,02113,United States,42.362585459203565,-71.05565490462764,Apartment,Entire home/apt,1.0,1.0,2.0,235.0,0.03,97.0,4,strict
14483758,Downtown Boston | Modern 1 Bedroom | The North End,"Located in the heart of Downtown Boston our 1 bedroom is located in the Historic North End and is an easy walk to historic sites including Paul Revere's House! This 450 sq foot apartment has granite counter tops, stainless steel appliances, a modern kitchen, and my absolute favorite pizza in Boston - Regina's Pizzeria (just two blocks from the door).  It's super easy to get onto public transportation and you'll be right next to the Freedom Trail! The North End is Boston's Oldest residential neighborhood (continuously settled since 1630).  The streets are filled with yummy Italian resturants.",North End,0,1118374,Matthew,f,Boston,MA,02113,United States,42.364012249693715,-71.0568106808558,Apartment,Entire home/apt,1.0,1.0,2.0,195.0,2.0,90.0,3,strict
13074722,"Sunny, art-filled North End loft with fireplace","Our spacious open loft in a historic building in the North End is full of light, has a gorgeous sunset view, a working fireplace, and is right in the center of Boston's oldest residential neighborhood. We are surrounded by dozens of Italian restaurants and bakeries, right in the heart of Boston's Revolutionary history, and a short walk from downtown and the Boston Common. 5 minute walk to the T and 10 minutes to the Commuter Rail. Super spacious open floor-plan loft in the North End with huge windows, lots of light, and great views. The front door opens to the dining area and living room. A kitchen alcove contains all the basic amenities - stove, microwave, toaster oven, fridge (there is a dishwasher but it is not used). The bedroom is separated from the living area but does not have its own door. The washroom is off of the bedroom and contains a sink, toilet, bath and shower. There is a fireplace in the living room with wood available to burn - just be sure to open the flue. There is ",North End,"We are a 5 minute walk from the North Station T stop, or about 8 minutes from the Haymarket stop. Both are served by the Green and Orange lines. It is a 10 minute walk to the Aquarium stop on the Blue line. North Station Commuter Rail and Amtrak station are about 10-15 minutes walk away, and South End Commuter Rail, Amtrak Station and Bust Terminal are about 25 minutes walk away.",3552368,Jerry And Kamil,f,Boston,MA,02113,United States,42.364259474407476,-71.05590350849737,Loft,Entire home/apt,1.0,1.0,1.0,150.0,1.12,100.0,2,moderate
4653267,Quaint Apt in Heart of North End,"Comfortable and private 1-bedroom in Boston's historic North End, Boston's Little Italy. Steps from the restaurant-filled Hanover St, and located on a quiet, gated side street. Full apartment rental with queen size bed & inflatable mattress. In the center of the North End, and steps from Hanover St, this apartment is between the 2 famous bakeries: Mike's Pastry and Modern. Decide for yourself which is best! The apartment is on a quiet, private side street so you can escape the bustle of the this historic neighborhood. You'll have access to the entire apartment - including the kitchen and (electric) fireplace. I will be out of the city, so make yourself at home! Of course, if you have any questions or concerns, you'll have my phone number. The North End is Boston's Little Italy and is full of narrow cobble stone streets, tons of pizzerias and Italian restaurants, and home to Paul Revere's home and other historical sites. This apartment is located right off of the main drag - Hanover St,",North End,"This apartment is a 5-6 minute walk from Haymarket station, which has many routes - including the Green Line and Orange Line ""T"" (the subway), as well as many busses. It's also close to the airport, which quick access using the blue line to Aquarium and a 12 minute walk, or by taking a short taxi ride.",9520740,Hans,f,Boston,MA,02113,United States,42.363615034186346,-71.05375512091334,Apartment,Entire home/apt,1.0,1.0,2.0,235.0,0.07,100.0,4,strict
7454907,North End Apartment,"Come stay at a great location in Boston! Walking distance to everything the city has to offer!  This two bedroom one bath apartment with exposed brick located on the 4th floor is a great home away from home. We like to keep the place clean and organized.  It is a big apartment for this area. The closest public transportation is the orange line, Haymarket and North Station stops.  It is a 15 minute ($20) cab from Logan Airport.",North End,"The closest public transportation is the orange line, Haymarket and North Station stops.  It is a 15 minute ($20) cab from Logan Airport.",24293931,Kristin,f,Boston,MA,02113,United States,42.36515136322868,-71.05571069569143,Apartment,Entire home/apt,1.0,2.0,2.0,185.0,0.15,100.0,4,flexible
13258244,Comfortable quite room.,This room offers all you need to sleep comfortably. It has an air conditioning and also a very nice view.  You will be close to everything in here.,Roxbury,0,67103816,Firlian,t,Boston,MA,02121,United States,42.31626447242212,-71.09222251913793,Apartment,Private room,1.5,1.0,1.0,35.0,0.64,100.0,1,flexible
7273513,1 bedroom condo in Fort Hill,"1 bedroom, 1 bath condo in historic building in Fort Hill. ~500 sq ft. Full kitchen, comfortable living room. 8-10 min walk to Orange Line and Silver Line. Close to the South End and Longwood (medical district). 20 min by public transit to downtown Boston.",Roxbury,0,38081675,Joseph,f,Boston,MA,02119,United States,42.32457934714545,-71.08963859331017,Condominium,Entire home/apt,1.0,1.0,1.0,139.0,0.15,100.0,3,moderate
12494334,"Sweet Spot, Fort hill","Located in Fort Hill, neighborhood of Boston, this is the perfect place to crash.  Comparable to local hotels for a quarter of the price.",Roxbury,0,31035017,Jason,f,Boston,MA,02119,United States,42.33021363479792,-71.09232419608031,Apartment,Entire home/apt,1.0,1.0,1.0,145.0,0.44,70.0,2,strict
8014642,Nice bedroom in a shared apt.,"A bedroom in a shared apartment (3 bed and 1 bath). Walking distance to subway (green and orange line), supermarket and pharmacy. Nice and a Student neighborhood. - Full size bedroom (Sheets and Covers)  - Closet  - Study Table  - TV/Monitor - Wi-fi - It is a 10 min walking to Stop & Shop, Bank of America and Subway restaurant. - 7 minutes walking to the Orange Line (Roxbury Crossing) and 20 minutes to Green Line, both lines get you right to Downtown.",Roxbury,0,17549955,Arnaldo,f,Boston,MA,02119,United States,42.325543164544975,-71.0975705683488,House,Private room,1.0,1.0,1.0,79.0,0.16,70.0,2,strict
13653233,Spacious 3BR in South End,"Three reasons to stay at this Flatbook: 1. Designed with mid-century modernism with minimalist Scandinavian sensibilities in mind, with an open-concept living space perfect for sharing a meal or gearing up for a night on the town.    2. Equipped with a brand new kitchen ready to experience your culinary prowess and an air conditioning system to keep you shielded from the Boston summer.  3. It's just blocks from the city's hip South End, where you can discover Boston in style as you take Three reasons to stay at this Flatbook: 1. Designed with mid-century modernism with minimalist Scandinavian sensibilities in mind, with an open-concept living space perfect for sharing a meal or gearing up for a night on the town.    2. Equipped with a brand new kitchen ready to experience your culinary prowess and an air conditioning system to keep you shielded from the Boston summer.  3. It's just blocks from the city's hip South End, where you can discover Boston in style as you take on the neighborh",Roxbury,"You're a mere six minute walk from the Ruggles station for transit on both train and subway. Boston's great to discover on foot, or rent a bike and take a leisurely ride down South Bay Harbor trail.",12243051,Flatbook,f,Boston,MA,02120,United States,42.335292619607465,-71.08686083420011,Apartment,Entire home/apt,1.0,3.0,3.0,209.0,1.58,90.0,6,strict
8238404,A1. Office/Business Suite,"This is next door to a Halal restaurant.  Locked Private room with WIFI Access and WIFI Tv. Being that this is the city, the first floor room can be loud from city noise pollution.  Easy access to the city subway. Great for work travelers. This is a big room with a Queen sized bed, desk, chair, and 32 inch TV. Kitchen, living room, 2 shared bathrooms, coffee, snacks and tea. Erica or I can assist you if you need anything. Once a farming community, Roxbury is home to the historic Shirley Eustis House, the only remaining country house in America built by a British Royal Colonial Governor. Today this neighborhood, which serves as the heart of Black culture in Boston, is undergoing a renaissance. Hundreds of new business and housing initiatives have revitalized the neighborhood's Dudley Square, Crosstown, and Grove Hall areas. The dramatic transformation of Blue Hill Avenue from a street lined with vacant lots to a dynamic business district is one of former Mayor Menino's proudest achievem",Roxbury,300 ft from the T or Subway.,28820575,S.P.,f,Boston,MA,02119,United States,42.329998356538034,-71.09480356376261,House,Private room,2.0,1.0,1.0,99.0,6.6,91.0,2,strict
7293671,Spacious private bedroom in house,"Large, sunny room with queen bed and bureau. Enjoy WiFi, access to the kitchen, living room with TV, dining room, deck, and large bathroom with two sinks. * Near major universities and hospitals. * Long-term stays preferred. Live in the city and live comfortably!  Enjoy a large, sunny room in a single-family, neo-colonial house with modern conveniences and historic character. The bedroom has a queen-size pillowtop bed and it's own heating and air conditioning unit. You will also have access to WiFi, laundry, and a back deck. There are no pets here. You are welcome to use the kitchen and the basic cooking items (spices, oils, etc). You will be provided with fresh linens, a towel, soap, shampoo, and use of the iron and ironing board. The street is mostly residential with old homes and a seasonal Hubway bike terminal. Three bus lines are one block away on the main street, which connect to the Silver line BRT and the Orange and Red subway lines. Many of the major art museums, hospitals, an",Roxbury,"WALKING: 10 minute walk to Dudley Station. 20 minute walk to Boston Medical Center and Northeastern University. PUBLIC TRANSIT: A seasonal Hubway bike terminal is one block away. Buses #15, 41, 45 stop one block away. Those routes provide access to the subways (Orange and Red lines), Silver Line (SL4 and SL5), UMass Boston, Jamaica Plain, and Franklin Park. At Dudley Station, ride the Silver Line to the South End, Chinatown, and Downtown Boston. Many of the other buses routes travel from Dudley Square to Ruggles Station (Northeastern University), and the following locations:     #1: Berklee College of Music, MIT, and Harvard     #8: Longwood Medical Area and Kenmore Sq     #41: UMass Boston     #47: Longwood Medical Area and Boston University     #66: Brookline and Harvard Square TAXI/DRIVING: There is free on-street parking on my street and a free municipal parking lot behind my backyard. Uber also makes it easy to travel around without a car. The nearest Zipcar locations are in Dudle",1037913,Derek,f,Boston,MA,02119,United States,42.32725296292973,-71.07558887205052,House,Private room,2.5,1.0,1.0,90.0,0.16,100.0,2,strict
